Baseline,K=1,K=5,K=10
0.00031125615343,0.000622509165701,0.000622512256926,0.00062251131842
0.000320134390046,0.000640265368075,0.000640268779958,0.000640267746319
0.000338662346807,0.000677315166041,0.000677321290664,0.000677319235651
0.000357561213317,0.000715106504153,0.000715115482326,0.000715112355103
0.000359715080525,0.000719418267146,0.00071942589886,0.00071942333458
0.000357327541724,0.000714651261759,0.000714655920054,0.000714654552172
0.000366529100922,0.000733054114362,0.000733059182546,0.000733057697097
0.000375224485231,0.00075044460698,0.000750450089746,0.000750448484938
0.000393202674543,0.000786393022112,0.000786402066601,0.000786399124342
0.000411731635026,0.000823442580352,0.000823455385811,0.000823451033944
0.000418942139094,0.000837864830775,0.000837877537392,0.000837873279636
0.000423239358087,0.000846463556548,0.000846474953381,0.000846471263118
0.000427188333082,0.000854366348164,0.00085437621174,0.0008543731757
0.000430662190615,0.000861319446859,0.000861327551295,0.000861325256189
0.000439294648012,0.000878584214917,0.000878592815529,0.000878590387388
0.000447707849784,0.000895410440609,0.000895419558645,0.000895416990408
0.000465359860381,0.000930703665029,0.000930717661551,0.000930713267591
0.000483422437296,0.000966817756409,0.000966836790803,0.000966830516372
0.000485684330577,0.000971349194049,0.000971365680576,0.000971360471089
0.000483620578841,0.000967235719505,0.000967247066167,0.000967243926918
0.000492127681688,0.000984250126833,0.000984261968638,0.000984258715674
0.00050035868964,0.001000712060442,0.001000724504606,0.001000721095204
0.000508562699646,0.001017120008604,0.001017133073346,0.00101712950351
0.000516742943465,0.001033480433182,0.001033494138229,0.001033490403486
0.000534005372154,0.001067991719277,0.0010680116394,0.001068005588886
0.000551617112643,0.001103201454466,0.001103227726927,0.001103219316459
0.000558447889066,0.001116865909121,0.001116891779105,0.001116883630226
0.000562503317686,0.001124984606255,0.001125008085498,0.001125000971764
0.000566225914838,0.001132438235548,0.001132459069685,0.001132453087854
0.000569494988465,0.001138985391779,0.001139003322345,0.001138998569108
0.000577685899811,0.001155367301786,0.001155385994995,0.001155381053849
0.000585670614547,0.001171336763563,0.001171356246926,0.00117135110793
0.000602544069671,0.001205067297435,0.001205094382601,0.001205086423317
0.000619754841127,0.001239472328722,0.001239507152013,0.001239496330674
0.000623512504105,0.001246996918824,0.001247028925882,0.001247019325172
0.000620135026164,0.001240266150746,0.001240289189186,0.001240283183158
0.000627972493292,0.001255942352898,0.001255965861627,0.00125595980625
0.000635782781496,0.001271563154365,0.001271587531787,0.001271581269102
