gt_x,gt_y,transformer_pred_x,transformer_pred_y,mobilevit_pred_x,mobilevit_pred_y,lstm_pred_x,lstm_pred_y,baseline_pred_x,baseline_pred_y,gru_pred_x,gru_pred_y
0.801496405223354,18.4462888982733,0.801496405223354,18.4462888982733,0.801496405223354,18.4462888982733,0.801496405223354,18.4462888982733,0.801496405223354,18.4462888982733,0.801496405223354,18.4462888982733
0.801495899002828,18.4462889306285,0.801476898680705,18.4462908567164,0.801476898680705,18.4462908567164,0.801476898680705,18.4462908567164,0.801476898680705,18.4462908567164,0.801476898680705,18.4462908567164
0.801495392782303,18.4462889629837,0.801457470361412,18.4462928073059,0.801457470361412,18.4462928073059,0.801457470361412,18.4462928073059,0.801457470361412,18.4462928073059,0.801457470361412,18.4462928073059
0.801494886561778,18.4462889953389,0.801438120265475,18.4462947500419,0.801438120265475,18.4462947500419,0.801438120265475,18.4462947500419,0.801438120265475,18.4462947500419,0.801438120265475,18.4462947500419
0.801494381972802,18.4462890274416,0.801418848392893,18.4462966849243,0.801418848392893,18.4462966849243,0.801418848392893,18.4462966849243,0.801418848392893,18.4462966849243,0.801418848392893,18.4462966849243
0.801494728181218,18.4462889278539,0.801399654675538,18.44629861196,0.801399654675538,18.44629861196,0.801399654675538,18.44629861196,0.801399654675538,18.44629861196,0.801399654675538,18.44629861196
0.801495074389634,18.4462888282662,0.801380503518435,18.4463005347227,0.801380503518435,18.4463005347227,0.801380503518435,18.4463005347227,0.801380503518435,18.4463005347227,0.801380503518435,18.4463005347227
0.801515124773638,18.4462858168395,0.801361359394736,18.4463024567792,0.801361359394736,18.4463024567792,0.801361359394736,18.4463024567792,0.801361359394736,18.4463024567792,0.801361359394736,18.4463024567792
0.801535951108676,18.4462826907445,0.801341427424157,18.446304457935,0.801341427424157,18.446304457935,0.801341427424157,18.446304457935,0.801341427424157,18.446304457935,0.801341427424157,18.446304457935
0.801519238815752,18.4462851221127,0.801319881424006,18.4463066211382,0.801319881424006,18.4463066211382,0.801319881424006,18.4463066211382,0.801319881424006,18.4463066211382,0.801319881424006,18.4463066211382
0.801493404518546,18.4462889039618,0.801298205896203,18.4463087973459,0.801298205896203,18.4463087973459,0.801298205896203,18.4463087973459,0.801298205896203,18.4463087973459,0.801298205896203,18.4463087973459
0.801493308923916,18.4462888725681,0.801278284990285,18.4463107973908,0.801278285125397,18.4463107987361,0.801278284857738,18.4463107960702,0.801278285600207,18.4463108034565,0.801278284999781,18.4463107974854
0.801493254405134,18.4462888350891,0.801259447003755,18.4463126887114,0.801259447451677,18.4463126931698,0.801259446558316,18.4463126842717,0.801259448823198,18.4463127067857,0.801259446985599,18.4463126885305
0.801493265121065,18.4462887893413,0.801240650228709,18.4463145758944,0.8012406511818,18.4463145853776,0.801240649353805,18.4463145671722,0.801240653934399,18.4463146126626,0.801240650191123,18.44631457552
0.801493275836997,18.4462887435935,0.801221888417781,18.4463164595669,0.801221890064497,18.4463164759461,0.801221887122822,18.4463164466562,0.801221894723216,18.4463165220518,0.801221888422241,18.4463164596113
0.801492891497196,18.4462887591235,0.801203156983814,18.4463183401897,0.801203159523782,18.4463183654447,0.801203155387368,18.4463183242737,0.801203166628229,18.4463184356397,0.801203157103953,18.4463183413859
0.801492498588992,18.4462887759853,0.801184473683159,18.4463202159799,0.801184477329467,18.4463202522218,0.801184471960029,18.4463201988016,0.801184487418105,18.4463203517351,0.801184473969719,18.4463202188329
0.801492223533374,18.4462887754136,0.801165856657063,18.4463220851162,0.801165861636421,18.4463221345882,0.801165854983977,18.4463220684363,0.801165875237814,18.446322268523,0.801165857126034,18.4463220897852
0.80149225586394,18.4462887281939,0.801147300923708,18.4463239480987,0.801147307467702,18.4463240130896,0.801147299441524,18.4463239333193,0.801147325110095,18.4463241865183,0.801147301560239,18.4463239544359
0.801512381552743,18.4462856316637,0.80112878876053,18.4463258067069,0.801128797186334,18.4463258903465,0.801128787556526,18.4463257946961,0.801128819319555,18.4463261075405,0.801128789527981,18.4463258143476
0.801532507241546,18.4462825351335,0.801109500129055,18.4463277432719,0.801109510704817,18.4463278482073,0.801109499245517,18.4463277344503,0.801109538149666,18.4463281170369,0.801109500981093,18.4463277517549
0.801516565197915,18.4462849182661,0.801088627346654,18.4463298388845,0.801088640454676,18.4463299688903,0.801088626841668,18.44632983383,0.801088674346124,18.4463303002316,0.801088628235231,18.4463298477314
0.801491992704039,18.4462886125972,0.801067617297473,18.4463319482786,0.80106763315763,18.4463321055187,0.801067617207352,18.4463319473522,0.801067674256554,18.4463325065743,0.801067618168889,18.4463319569546
0.801490893126268,18.446288738427,0.801048263082644,18.4463338914281,0.801048281663922,18.4463340755829,0.801048263410907,18.4463338946644,0.801048330059357,18.4463345470391,0.801048263888633,18.4463338994524
0.801490824642944,18.4462887075032,0.801029970349862,18.4463357280056,0.801029991683553,18.4463359393714,0.801029971108284,18.4463357355213,0.80103004757922,18.4463364830168,0.801029971044725,18.4463357349226
0.801490374183914,18.4462887372396,0.801011757213463,18.4463375565917,0.801011781469983,18.4463377968391,0.801011758429382,18.4463375686584,0.80101184542811,18.4463384178964,0.80101175774594,18.4463375618906
0.801489896179338,18.4462887713503,0.800993599377225,18.4463393796256,0.800993626727021,18.4463396504242,0.800993601073038,18.4463393964659,0.800993699322836,18.4463403542159,0.800993599695532,18.4463393827901
0.801489418174762,18.446288805461,0.800975515088681,18.4463411952754,0.800975545695985,18.4463414982318,0.800975517284756,18.4463412170916,0.800975627499462,18.4463422900042,0.80097551514243,18.4463411958029
0.801488940170187,18.4462888395717,0.800957505575211,18.4463430034179,0.800957539602831,18.4463433401232,0.80095750829286,18.4463430304215,0.800957631183562,18.446344225093,0.800957505315412,18.4463430008196
0.801488792040479,18.4462888217752,0.800939570836813,18.446344804053,0.800939608446203,18.4463451760834,0.800939574098573,18.4463448364679,0.800939710373441,18.4463461594385,0.800939570215693,18.4463447978522
0.801488648623097,18.4462888032371,0.800921695978857,18.4463465986761,0.800921737332611,18.4463470076178,0.800921699809009,18.4463466367433,0.800921850184347,18.4463480946038,0.800921694949126,18.4463465884008
0.801488304371318,18.4462888172763,0.800903865893938,18.446348388804,0.800903911157362,18.4463488362682,0.800903870318702,18.4463484327839,0.800904035520454,18.4463500321891,0.800903864408533,18.4463483739843
0.801487956343273,18.4462888319298,0.800886089127976,18.4463501735788,0.800886138465383,18.4463506611651,0.800886094174069,18.4463502237364,0.800886274919514,18.4463519712309,0.800886087140405,18.4463501537503
0.801487678945815,18.4462888360063,0.800868374603694,18.4463519521045,0.800868428177042,18.446352481388,0.800868380297088,18.4463520086977,0.800868577294512,18.4463539107138,0.800868372067864,18.4463519268068
0.80148768708874,18.4462887952489,0.800850719055176,18.4463537247092,0.800850777025471,18.4463542972539,0.800850725421027,18.4463537879874,0.800850939380493,18.4463558509482,0.80085071592507,18.4463536934822
0.801506828657925,18.4462857502691,0.800833107574909,18.4463554928894,0.800833170105577,18.4463561102818,0.800833114638372,18.4463555631022,0.800833346283342,18.4463577935318,0.800833103804182,18.44635545527
0.801525970227109,18.4462827052892,0.800814759599125,18.4463573350132,0.800814827063186,18.4463580008985,0.800814767416934,18.4463574127241,0.800815018291834,18.4463598248769,0.80081475511147,18.4463572902391
0.801510492680348,18.4462851030552,0.800794906041622,18.4463593282964,0.800794979041468,18.4463600485696,0.800794914704716,18.4463594144086,0.800795187273499,18.4463620311487,0.800794900725746,18.4463592752556
0.801485915825712,18.4462889313956,0.800774936877529,18.4463613331864,0.800775015641435,18.4463621100636,0.800774946422744,18.4463614280654,0.800775241710716,18.4463642586189,0.800774930677377,18.4463612713184
0.801485893731669,18.4462888952823,0.800756607423814,18.4463631734506,0.800756691657623,18.446364004018,0.800756617812864,18.4463632767151,0.800756934768516,18.4463663107673,0.80075660036507,18.4463631030107
0.801485883655672,18.4462888572775,0.800739297349714,18.4463649113698,0.800739386922799,18.44636579432,0.800739308568305,18.446365022877,0.800739646742893,18.446368255812,0.800739289433538,18.4463648323684
0.801504265704453,18.4462858954068,0.800722020500195,18.4463666459533,0.800722115578073,18.4463675828839,0.80072203257421,18.4463667659597,0.800722392683589,18.4463702040796,0.800722011679342,18.4463665579174
0.801523033338469,18.446282872238,0.800704037022568,18.4463684514818,0.800704138011483,18.4463694463484,0.800704050010115,18.4463685805641,0.800704433752184,18.4463722393151,0.800704027208788,18.4463683535285
0.801517965486259,18.4462836427123,0.8006845920459,18.4463704037437,0.80068469962005,18.4463714631238,0.800684606044277,18.446370542868,0.800685016224543,18.4463744479492,0.800684581104903,18.4463702945304
0.801506621529388,18.446285412088,0.800664628920615,18.4463724080274,0.80066474345227,18.4463735355358,0.800664643983696,18.4463725577283,0.800665082227184,18.4463767237509,0.800664616770289,18.4463722867321
0.801495277572517,18.4462871814637,0.800645358972194,18.4463743427167,0.800645480408846,18.4463755378077,0.800645375095196,18.4463745029456,0.800645841311374,18.4463789285397,0.800645345605545,18.4463742092679
0.801483933615646,18.4462889508394,0.800627034675025,18.4463761824632,0.800627162859979,18.446377443572,0.800627051839918,18.4463763530402,0.800627545485456,18.4463810326518,0.80062702010407,18.4463760369795
0.801483731299819,18.44628894549,0.800609656029107,18.446377927267,0.800609790789337,18.4463792526701,0.800609674213586,18.4463781079696,0.800610194652225,18.4463830352153,0.800609640268693,18.4463777698951
0.801483588941659,18.4462889305901,0.800592774024636,18.4463796222083,0.800592915344053,18.4463810117174,0.800592793226394,18.4463798130129,0.800593340449679,18.4463849873315,0.800592757061126,18.4463794528102
0.801501757087658,18.4462859555606,0.800575937235503,18.4463813126101,0.800576085267896,18.4463827676966,0.800575957474512,18.4463815137142,0.800576532172943,18.4463869409843,0.800575919023913,18.4463811307343
0.80152004653705,18.4462829609209,0.800558406780866,18.4463830726553,0.800558561979816,18.4463845977168,0.800558428120602,18.4463832846887,0.800559032232536,18.4463889822303,0.800558387220236,18.4463828772906
0.801505674557171,18.4462852541017,0.800539441317254,18.4463849767745,0.800539604459409,18.4463865793575,0.800539463870202,18.4463852008532,0.800540100693209,18.4463911983753,0.800539420245771,18.4463847663008
0.801482624349916,18.4462889522702,0.800520348728397,18.446386893657,0.800520520055304,18.4463885760817,0.800520372529904,18.4463871301312,0.800521043187264,18.4463934373158,0.800520326086636,18.446386667478
0.801481996193655,18.4462890171735,0.800502790581434,18.4463886564825,0.800502969608112,18.4463904139833,0.800502815562744,18.4463889046685,0.800503518155815,18.4463955035567,0.800502766450878,18.4463884154113
0.801481799106632,18.4462890122264,0.800486215784393,18.4463903205805,0.80048640224801,18.4463921505598,0.80048624191142,18.4463905801388,0.800486975413581,18.4463974607992,0.800486190204453,18.4463900650092
