Baseline,transformer,mobilevit,lstm,gru
0,0,0,0,0
0.001436123161985,0.001436123161985,0.001436123161985,0.001436123161985,0.001436123161985
0.001916346030651,0.001916346030651,0.001916346030651,0.001916346030651,0.001916346030651
0.00189809770349,0.00189809770349,0.00189809770349,0.00189809770349,0.00189809770349
0.002540478821695,0.002540478821695,0.002540478821695,0.002540478821695,0.002540478821695
0.003836078433575,0.003836078433575,0.003836078433575,0.003836078433575,0.003836078433575
0.005028036327347,0.005028036327347,0.005028036327347,0.005028036327347,0.005028036327347
0.006092631992664,0.006092631992664,0.006092631992664,0.006092631992664,0.006092631992664
0.006980761702013,0.006980761702013,0.006980761702013,0.006980761702013,0.006980761702013
0.007736850154578,0.007736850154578,0.007736850154578,0.007736850154578,0.007736850154578
0.007962633988575,0.007962633988575,0.007962633988575,0.007962633988575,0.007962633988575
0.007937437954527,0.007937442769023,0.007937437483995,0.007937437497385,0.007937437488481
0.008584724184803,0.008584767403093,0.008584724592931,0.008584721626909,0.008584721829095
0.009899121464124,0.009899286123005,0.009899138154179,0.00989911502294,0.009899114811923
0.010294904497155,0.010295381485071,0.010294980684073,0.010294894636522,0.010294888354022
0.01027325534627,0.010274428433455,0.010273484582774,0.010273250438488,0.010273220551756
0.010571578228663,0.010574009220764,0.010572111240874,0.010571600470856,0.010571512476442
0.011198261129739,0.011202631970422,0.01119929646184,0.011198346999113,0.011198149854972
0.011777118739912,0.011784334474851,0.01177894519791,0.011777317151643,0.011776941911701
0.01230364546019,0.012314821855895,0.012306650642165,0.012304011893727,0.012303377609679
0.012640757401511,0.012657408852795,0.012645228403853,0.012641353127714,0.0126403624973
0.012877630621519,0.012901577753439,0.012883890923658,0.01287852620818,0.012877064082059
0.012936583774665,0.012970224548334,0.012945061071803,0.01293787023166,0.012935784321313
0.012904455436321,0.012950573205154,0.012915572695774,0.012906240121845,0.012903348123225
0.01291329186031,0.012974687044456,0.012927377954034,0.01291568561029,0.012911795755966
0.012970445401254,0.013050048835955,0.012987822636904,0.012973565283939,0.012968468969627
0.013006033588511,0.013107309622122,0.013027129603392,0.013010018430329,0.013003461109015
0.013024491529402,0.013151141836624,0.013049751750906,0.013029493227112,0.013021186960737
0.013027710741433,0.013183657493062,0.013057586968065,0.013033893063548,0.013023514278275
0.013014725149152,0.013204147536898,0.013049681292405,0.013022264310641,0.013009450144638
0.012998701382209,0.013225839927049,0.013039182128578,0.01300777619833,0.012992136844985
0.012965229869923,0.013234856698066,0.013011759854385,0.012976041897232,0.01295712827191
0.01281177570097,0.013131563416393,0.012865345082908,0.0128246465,0.012801781217443
0.012548944156988,0.012928182423007,0.012610719912722,0.012564266912527,0.012536617922712
0.012451351302104,0.012892165543155,0.012521237746369,0.012469239133128,0.012436448009206
0.012415972420022,0.012921980889515,0.012494186743939,0.012436638228373,0.012398160980277
0.012384149902679,0.01296077351711,0.012471252642405,0.012407886484018,0.012363002430812
0.012353505704669,0.013006801724869,0.012450091094843,0.012380601984681,0.012328549568229
0.012278936650764,0.013018230911414,0.012385999754403,0.012309800179386,0.012249554280687
0.012427928992329,0.013248200879613,0.012544193842295,0.012462329221244,0.012394122230605
0.012527500265854,0.013438523248826,0.012653871327029,0.012565870138412,0.012488662944832
0.01256817914552,0.013581676818777,0.01270569777337,0.01261107272411,0.012523590582905
0.012583612269371,0.013710097322168,0.01273304368354,0.012631569510555,0.012532565479405
0.012576787574827,0.013827251111865,0.012739001138333,0.012630396352326,0.012518498458999
0.01254447002033,0.013930885318031,0.01272051952228,0.01260436505324,0.012478038170605
0.012496106739542,0.014030260092395,0.012687013504101,0.012562902510822,0.012420568563045
