Baseline,transformer,mobilevit,lstm,gru
0.000476736976553,0.00047689226844,0.000476905235865,0.000366857935082,0.000238449480905
0.000478178782453,0.000478335667488,0.000478348733565,0.000367968331392,0.000239171054781
0.000479610815645,0.000479769294694,0.000479782458325,0.000369071207883,0.000239887737357
0.000481037900023,0.000481197983367,0.000481211244913,0.000370170285368,0.000240601948655
0.000482460388603,0.000482622086894,0.000482635446731,0.000371265835692,0.00024131386532
0.000483879233513,0.000484042560311,0.000484056019307,0.000372358594502,0.000242023966108
0.000485296908388,0.00048546188494,0.000485475445257,0.000373450473154,0.00024273349494
0.000486303658757,0.00048646937382,0.000486482887762,0.000374225257344,0.00024323674754
0.000485860332863,0.000486023451282,0.000486036380361,0.000373880948654,0.000243011992512
0.000485510625643,0.000485671197105,0.000485683537801,0.000373608677725,0.00024283403711
0.000489379679897,0.00048954736308,0.00048956064562,0.000376592098365,0.000244773924768
0.000492933674919,0.000493107791476,0.000493121906211,0.000379332422991,0.000246555678071
0.000494432502885,0.00049460849637,0.000494622731699,0.000380486928942,0.000247305904478
0.000495848796419,0.000496026587419,0.000496040939132,0.000381577883244,0.000248014833582
0.00049725731879,0.000497436914932,0.000497451383325,0.000382662865588,0.000248719879596
0.000498649809205,0.000498831196286,0.000498845778104,0.000383735497568,0.000249416892583
0.000500003466167,0.000500186568706,0.000500201250686,0.000384778172218,0.000250094416713
0.000500967807443,0.000501151726612,0.000501166364412,0.000385520391955,0.000250576486717
0.000500529080866,0.000500710455482,0.000500724510796,0.000385179663016,0.000250354051794
0.000500204691326,0.000500383639531,0.000500397118971,0.000384926981471,0.000250188832324
0.000502849080763,0.000503032638745,0.000503046641549,0.000386965575369,0.000251514092266
0.000505517500116,0.000505705733547,0.000505720264221,0.00038902270921,0.000252851396984
0.000508096667209,0.000508289499622,0.000508304555624,0.000391011130186,0.000254144053546
0.000510360570801,0.000510557368315,0.000510572858817,0.000392756378272,0.000255278568292
0.000511711283685,0.000511909924819,0.000511925522068,0.00039379689077,0.000255954669111
0.000513023844743,0.000513224295833,0.000513239997903,0.000394808028375,0.000256611680645
0.000514330673813,0.000514532942956,0.00051454874985,0.000395814762156,0.000257265827402
0.000515633178998,0.000515837276892,0.000515853188987,0.000396818177988,0.000257917815529
0.00051693127757,0.000517137215275,0.000517153233014,0.000397818212643,0.000258567604007
0.000518228805938,0.000518436603378,0.000518452728575,0.000398817826745,0.000259217118657
0.000519535772578,0.000519745476021,0.000519761714697,0.00039982474781,0.000259871386929
0.000520453761225,0.000520664422669,0.000520680624431,0.000400531425189,0.00026033033536
0.000520020293049,0.000520228504917,0.000520244130605,0.00040019482243,0.000260110575419
0.00051966676989,0.000519872589635,0.00051988763514,0.000399919742803,0.000259930776653
0.000523383777213,0.000523597446067,0.000523613498823,0.000402786865826,0.000261795045037
0.000526592879602,0.000526813158512,0.000526830024124,0.000405261952488,0.000263404285075
0.000527911886962,0.000528134155554,0.000528151130848,0.000406278180862,0.000264064567766
0.000529158446342,0.000529382616776,0.00052939969747,0.000407238610604,0.000264688594804
0.000530402621887,0.000530628710341,0.000530645897696,0.000408197220734,0.000265311438107
0.000531639286926,0.000531867295023,0.000531884587974,0.000409150051804,0.000265930521512
0.000532859104983,0.000533089010265,0.000533106403966,0.000410089895862,0.000266541155874
0.000534085367561,0.000534317207108,0.0005343347059,0.000411034733428,0.000267155037911
0.000535355077488,0.000535588988854,0.000535606612843,0.000412013136889,0.000267790756275
0.000536612143132,0.000536848115217,0.000536865861506,0.000412981798909,0.000268420137572
0.000537834467165,0.000538072429104,0.000538090285674,0.000413923657594,0.000269032082453
0.000539053425988,0.000539293391755,0.000539311359727,0.000414862939933,0.000269642351969
0.000540275943746,0.000540517945275,0.0005405360284,0.000415804991109,0.000270254422902
0.000541493864152,0.000541737911209,0.000541756109814,0.000416743513232,0.000270864198134
0.000542706861776,0.000542952963565,0.000542971277951,0.000417678255528,0.00027147151475
0.000543566138255,0.000543813380685,0.000543831668116,0.000418339917932,0.000271901180662
0.000543140453612,0.000543385405122,0.000543403130891,0.00041800944751,0.000271685404832
0.000542842905706,0.000543085784852,0.000543102968441,0.000417777740528,0.000271533818133
